               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  79,             0.04948,            0.069775,            0.024958,             0.64583,             0.49266,             0.53776,             0.34507,            0.044294,            0.049983,            0.016785,            0.007426,            0.007426,            0.007426
                  80,            0.049442,             0.06957,            0.024857,             0.63983,             0.49661,               0.538,             0.34544,             0.04429,             0.04998,            0.016781,            0.007393,            0.007393,            0.007393
                  81,            0.049431,            0.069643,             0.02489,             0.64308,             0.49691,             0.53861,              0.3457,            0.044284,            0.049975,            0.016805,             0.00736,             0.00736,             0.00736
                  82,            0.049423,            0.069745,            0.024829,             0.64011,             0.49893,             0.53859,             0.34502,            0.044278,            0.049974,              0.0168,            0.007327,            0.007327,            0.007327
                  83,            0.049356,            0.069746,            0.024796,             0.63948,             0.49726,             0.53881,             0.34557,            0.044275,            0.049964,            0.016803,            0.007294,            0.007294,            0.007294
                  84,            0.049316,            0.069736,            0.024826,             0.63746,             0.50056,             0.53916,             0.34542,            0.044261,            0.049949,            0.016801,            0.007261,            0.007261,            0.007261
                  85,            0.049315,            0.069677,            0.024788,             0.63836,             0.50007,             0.53915,             0.34578,            0.044243,            0.049938,            0.016797,            0.007228,            0.007228,            0.007228
                  86,             0.04935,            0.069685,            0.024732,              0.6391,             0.50041,             0.53891,             0.34538,            0.044239,            0.049933,            0.016806,            0.007195,            0.007195,            0.007195
                  87,            0.049364,            0.069625,            0.024759,              0.6325,             0.50463,             0.53876,             0.34585,            0.044237,             0.04993,            0.016821,            0.007162,            0.007162,            0.007162
                  88,            0.049306,            0.069726,            0.024722,             0.63487,             0.50277,             0.53928,             0.34594,            0.044226,            0.049922,             0.01682,            0.007129,            0.007129,            0.007129
                  89,            0.049263,            0.069746,             0.02472,             0.63127,             0.50622,             0.54016,             0.34672,            0.044213,            0.049921,            0.016795,            0.007096,            0.007096,            0.007096
                  90,            0.049259,            0.069588,            0.024632,             0.62889,             0.50782,             0.54111,             0.34678,            0.044195,            0.049922,            0.016783,            0.007063,            0.007063,            0.007063
                  91,            0.049292,            0.069636,            0.024609,             0.63244,             0.50709,             0.54082,             0.34676,            0.044189,            0.049928,             0.01676,             0.00703,             0.00703,             0.00703
                  92,            0.049217,            0.069667,            0.024552,             0.63226,             0.50837,             0.54129,             0.34728,            0.044177,            0.049917,            0.016739,            0.006997,            0.006997,            0.006997
                  93,            0.049185,            0.069561,            0.024565,             0.63413,             0.50818,             0.54178,             0.34717,            0.044169,            0.049915,             0.01673,            0.006964,            0.006964,            0.006964
                  94,            0.049202,            0.069649,            0.024511,             0.63925,             0.50564,              0.5411,             0.34698,            0.044158,            0.049915,            0.016719,            0.006931,            0.006931,            0.006931
                  95,            0.049214,            0.069491,            0.024575,             0.64114,             0.50502,             0.54158,             0.34748,            0.044146,            0.049915,            0.016691,            0.006898,            0.006898,            0.006898
                  96,            0.049208,            0.069259,            0.024513,             0.63947,             0.50592,             0.54225,              0.3478,            0.044142,            0.049915,            0.016687,            0.006865,            0.006865,            0.006865
                  97,            0.049181,            0.069395,            0.024405,             0.64069,             0.50622,             0.54283,             0.34811,            0.044139,            0.049899,            0.016676,            0.006832,            0.006832,            0.006832
                  98,            0.049184,            0.069763,            0.024494,              0.6414,             0.50531,             0.54312,             0.34796,            0.044129,            0.049887,            0.016663,            0.006799,            0.006799,            0.006799
                  99,            0.049152,            0.069225,            0.024389,             0.64381,             0.50421,             0.54376,             0.34841,            0.044123,            0.049872,            0.016656,            0.006766,            0.006766,            0.006766
                 100,            0.049068,            0.069486,             0.02437,             0.63888,             0.50712,              0.5441,             0.34842,            0.044119,            0.049868,            0.016639,            0.006733,            0.006733,            0.006733
                 101,            0.049125,            0.069439,            0.024424,             0.63843,             0.50743,              0.5443,             0.34858,            0.044121,            0.049865,            0.016629,              0.0067,              0.0067,              0.0067
                 102,            0.049111,            0.069664,            0.024364,             0.63336,             0.50972,             0.54455,             0.34886,            0.044116,            0.049862,            0.016622,            0.006667,            0.006667,            0.006667
                 103,            0.049087,            0.069467,            0.024337,              0.6403,             0.50734,             0.54451,             0.34932,            0.044112,            0.049858,            0.016624,            0.006634,            0.006634,            0.006634
                 104,            0.049007,            0.069381,            0.024367,             0.64113,             0.50846,             0.54503,             0.34952,            0.044112,            0.049863,            0.016631,            0.006601,            0.006601,            0.006601
                 105,            0.048997,            0.069288,            0.024358,             0.63896,             0.50618,             0.54419,             0.34947,             0.04412,            0.049853,             0.01664,            0.006568,            0.006568,            0.006568
                 106,            0.048996,            0.069237,            0.024262,               0.645,             0.50411,              0.5438,             0.34909,            0.044113,            0.049839,             0.01663,            0.006535,            0.006535,            0.006535
                 107,            0.048995,            0.069354,            0.024163,             0.64531,             0.50386,             0.54425,             0.34904,              0.0441,            0.049837,            0.016612,            0.006502,            0.006502,            0.006502
                 108,            0.048983,            0.069611,            0.024139,             0.64204,             0.50417,             0.54498,             0.34937,            0.044088,             0.04983,            0.016599,            0.006469,            0.006469,            0.006469
                 109,            0.048853,            0.069234,            0.024096,             0.64545,              0.5021,             0.54438,             0.34954,            0.044077,            0.049827,              0.0166,            0.006436,            0.006436,            0.006436
                 110,            0.048948,            0.069209,             0.02418,             0.65474,             0.49875,             0.54486,             0.34947,            0.044068,            0.049825,            0.016594,            0.006403,            0.006403,            0.006403
                 111,            0.048915,            0.069336,             0.02411,             0.64731,             0.49955,             0.54497,             0.34974,            0.044054,            0.049825,            0.016597,             0.00637,             0.00637,             0.00637
                 112,            0.048921,            0.069197,            0.024159,             0.64553,             0.49818,             0.54435,             0.34943,            0.044049,            0.049815,            0.016594,            0.006337,            0.006337,            0.006337
                 113,            0.048927,            0.069491,            0.024093,             0.64297,             0.49773,             0.54444,             0.34954,            0.044046,            0.049793,              0.0166,            0.006304,            0.006304,            0.006304
                 114,            0.048948,            0.069197,            0.024139,             0.64508,             0.49732,             0.54475,             0.34978,            0.044037,            0.049777,            0.016613,            0.006271,            0.006271,            0.006271
